0.375048,213,669,882,0
0.377339,216,651,867,0
0.370341,193,697,890,0
0.202049,128,404,532,67
0.294616,175,577,752,68
0.223736,143,506,649,68
0.274827,168,507,675,68
0.120844,93,265,358,69
0.0965796,85,177,262,69
0.0914987,58,202,260,69
0.163032,92,323,415,69
0.0981539,79,191,270,71
0.109923,100,218,318,71
0.109266,88,229,317,72
0.0898194,81,185,266,73
0.0959126,75,166,241,73
0.161833,119,315,434,73
0.0968212,101,194,295,73
0.0783312,71,186,257,73
0.150624,111,308,419,73
0.104029,80,171,251,73
0.155603,115,307,422,73
0.0950504,84,178,262,73
0.0869126,75,173,248,73
0.162405,105,280,385,73
0.102685,92,199,291,73
0.130873,88,281,369,73
0.104762,88,196,284,73
0.11845,105,264,369,73
0.0983845,83,201,284,73
0.106154,95,183,278,73
0.106308,87,214,301,73
0.10433,79,207,286,73
0.0912342,85,206,291,73
0.199075,187,392,579,73
0.0960971,75,170,245,73
0.0902802,83,176,259,73
0.110462,96,232,328,73
0.0909347,70,179,249,73
0.0928189,86,176,262,73
0.189567,147,401,548,73
0.0998008,99,200,299,73
0.0993722,76,178,254,73
0.0999503,84,171,255,73
0.109709,91,197,288,73
0.101877,65,178,243,73
0.0910299,75,195,270,73
0.119405,105,280,385,73
0.096679,82,170,252,73
0.0879441,70,167,237,73
0.0980832,77,207,284,73
0.101852,90,207,297,73
0.0938537,96,183,279,73
0.0893823,78,179,257,73
0.265166,147,483,630,73
0.0918114,76,208,284,73
0.107117,100,197,297,73
0.0865729,74,168,242,73
0.112709,102,228,330,74
0.0934024,95,208,303,74
0.0945922,93,198,291,74
0.0937236,76,181,257,74
0.0915875,83,189,272,74
0.100265,77,220,297,74
0.107294,79,181,260,74
0.082552,72,177,249,74
0.105601,95,199,294,74
0.0773189,83,224,307,74
0.097989,86,197,283,74
0.0724624,91,191,282,74
0.100502,78,179,257,74
0.0987114,80,185,265,74
0.0803974,77,215,292,74
0.0977877,83,192,275,74
0.0977929,94,187,281,74
0.163545,142,352,494,74
0.0935822,106,210,316,74
0.109015,101,200,301,74
0.104343,109,247,356,74
0.0965652,89,216,305,74
0.108653,88,216,304,74
0.105281,89,230,319,74
0.0995871,81,194,275,74
0.0928772,88,193,281,74
0.0962593,75,179,254,74
0.120148,100,258,358,74
0.10577,107,224,331,74
0.154951,120,319,439,74
0.104396,91,197,288,74
0.0994987,92,191,283,74
0.171258,151,338,489,74
0.098236,87,190,277,74
0.0986488,87,195,282,74
0.0938367,91,175,266,74
0.0988174,97,183,280,74
0.108881,102,248,350,74
0.0994878,91,234,325,74
0.0947075,87,196,283,74
0.0982209,92,174,266,74
0.112737,96,209,305,74
,,,,
,,,,
12.1906072,Tiempo Total,,,
0.1141018474,Tiempo medio Acierto,,,
0.3742426667,Tiempo medio fallo,,,
3,Fallos en 100,,,
